Student_Name,School_Name,Area_Type,Gender,Caste,Standard,Age,Year,District,Dropout_Status,Dropout_Reason,Parental_Education,Family_Income,Prev_Academic_Performance,Attendance_Record,Teacher_Student_Ratio,Distance_km
Meera Gupta,PES Public School,Urban,Female,OBC,2,7,2021,Belagavi,Enrolled,Not applicable,No Schooling,50000,68.47,90.125,44.3,1.81
Aadhya Mehta,PES Public School,Rural,Female,ST,1,6,2024,Tumakuru,Enrolled,Not applicable,Higher Secondary,10000,67.74,90.125,32.4,4.7
Anvi Sen,Delhi Public School,Urban,Female,OBC,5,10,2021,Udupi,Enrolled,Health issues,Graduate,15000,52.757,79.65,33.7,0.57
Dhruv Sen,PES Public School,Semi-Urban,Female,SC,9,14,2021,Mysuru,Enrolled,Not applicable,Higher Secondary,50000,67.74,90.125,21.8,2.75
Rohan Shetty,National Public School,Rural,Female,OBC,4,9,2018,Bengaluru Urban,Enrolled,Not applicable,Secondary,10000,70.19,96.7,32,1.95
Riya Naik,Freedom International School,Urban,Male,ST,1,6,2018,Dakshina Kannada,Enrolled,Not applicable,Secondary,50000,67.74,90.125,29.6,0.93
Anaya Reddy,Sri Taralabalu Central School,Rural,Male,ST,7,12,2020,Mysuru,Enrolled,Not applicable,No Schooling,50000,67.74,95.58,49.5,4.62
Vivaan Gupta,PES Public School,Semi-Urban,Female,ST,7,12,2018,Tumakuru,Dropout,Lack of interest,Primary,10000,37.29,74.96,33.3,1.72
Aryan Nair,PES Public School,Rural,Male,OBC,6,11,2024,Udupi,Enrolled,Not applicable,No Schooling,10000,69.99,90.125,37.5,2.09
Aditya Ghosh,Sri Taralabalu Central School,Urban,Male,General,6,11,2023,Bengaluru Rural,Enrolled,Not applicable,Secondary,10000,67.74,90.125,26.1,1.26
Kabir Joshi,New Oxford School,Semi-Urban,Female,OBC,5,10,2024,Udupi,Enrolled,Not applicable,Secondary,60000,67.74,90.125,42.5,1.14
Mira Chatterjee,Jain International School,Urban,Female,ST,5,10,2021,Bengaluru Urban,Enrolled,Not applicable,Graduate,100000,75.32,90.125,37.4,0.31
Anaya Sen,Mount Litera Zee School,Rural,Female,OBC,1,6,2020,Bengaluru Rural,Enrolled,Not applicable,Secondary,100000,67.74,90.125,33.6,9.4
Mira Sharma,Delhi Public School,Rural,Female,OBC,9,14,2019,Tumakuru,Enrolled,Other,Secondary,25000,52.757,79.5,36.3,3.16
Saanvi Pandey,Freedom International School,Rural,Female,General,3,8,2021,Shivamogga,Enrolled,Not applicable,Primary,50000,67.74,93.45,30.4,9.21
Anvi Gupta,New Oxford School,Semi-Urban,Female,General,4,9,2018,Ballari,Dropout,Other,No Schooling,25000,32.54,79.65,22.2,2.26
Anaya Rao,Mount Litera Zee School,Rural,Male,SC,7,12,2018,Bengaluru Urban,Dropout,Long distance to school,Secondary,25000,52.757,71.01,38.1,1.95
Priya Rao,Jain International School,Semi-Urban,Male,General,9,14,2020,Dakshina Kannada,Enrolled,Not applicable,Secondary,50000,69.58,90.72,39.7,0.45
Riya Pandey,Maharishi Public School,Rural,Male,OBC,2,7,2018,Dharwad,Enrolled,Not applicable,Primary,10000,67.74,90.125,37.9,4.51
Kabir Jain,Maharishi Public School,Semi-Urban,Female,SC,10,15,2020,Tumakuru,Enrolled,Not applicable,Graduate,25000,67.74,100,34.5,0.68
Reyansh Shetty,Assisi Central School,Semi-Urban,Female,ST,4,9,2024,Mysuru,Enrolled,Migration,Primary,50000,41.21,79.65,39.3,1.6
Aryan Bhat,Maharishi Public School,Urban,Male,General,6,11,2018,Bengaluru Rural,Dropout,Health issues,No Schooling,15000,52.757,79.65,23.7,2.27
Anvi Singh,National Public School,Semi-Urban,Male,General,7,12,2023,Mysuru,Enrolled,Not applicable,No Schooling,25000,67.74,100,28.4,1.64
Pari Shetty,Assisi Central School,Semi-Urban,Female,ST,10,15,2024,Bengaluru Urban,Enrolled,Not applicable,Higher Secondary,15000,85.12,90.125,23.9,2.9
Mira Naik,New Oxford School,Semi-Urban,Male,SC,4,9,2022,Dakshina Kannada,Dropout,Long distance to school,Primary,25000,52.757,79.65,46.9,0.44
Aryan Naik,PES Public School,Semi-Urban,Female,General,2,7,2023,Bengaluru Rural,Dropout,Migration,Secondary,50000,45.08,77.44,21.1,1.84
Anaya Roy,Delhi Public School,Rural,Female,General,9,14,2024,Udupi,Enrolled,Not applicable,Higher Secondary,10000,67.74,90.125,40.7,5.06
Ira Ghosh,Sri Taralabalu Central School,Semi-Urban,Male,ST,7,12,2020,Dakshina Kannada,Enrolled,Not applicable,Post-Graduate,10000,67.74,90.125,35.4,0.33
Reyansh Banerjee,Delhi Public School,Rural,Female,SC,6,11,2019,Bengaluru Urban,Enrolled,Poverty,Graduate,15000,31.2,69.02,45.2,2.03
Sneha Sharma,Maharishi Public School,Urban,Female,OBC,2,7,2022,Udupi,Dropout,Family Issues,No Schooling,10000,52.757,79.65,33.4,1.37
Rohan Chopra,National Public School,Rural,Male,General,3,8,2024,Ballari,Enrolled,Not applicable,Primary,50000,67.74,90.125,47.7,4
Riya Shetty,New Oxford School,Urban,Female,SC,3,8,2022,Dakshina Kannada,Dropout,Other,Graduate,15000,50.35,79.65,48,2.66
Ira Banerjee,PES Public School,Semi-Urban,Female,OBC,1,6,2023,Udupi,Enrolled,Not applicable,No Schooling,15000,74.29,90.125,32.7,2.47
Aadhya Rao,Jain International School,Semi-Urban,Male,General,3,8,2023,Bengaluru Rural,Enrolled,Not applicable,Post-Graduate,25000,67.74,90.125,36.7,0.32
Sara Chatterjee,Delhi Public School,Urban,Male,SC,10,15,2020,Dakshina Kannada,Dropout,Family Issues,No Schooling,50000,52.757,79.11,26.8,2.64
Rohan Reddy,New Oxford School,Rural,Male,ST,6,11,2019,Tumakuru,Enrolled,Other,Graduate,10000,52.757,79.65,25.5,6.64
Sara Reddy,Freedom International School,Urban,Female,General,9,14,2021,Udupi,Enrolled,Not applicable,Graduate,100000,67.74,90.125,26.8,1.98
Krishna Reddy,Freedom International School,Rural,Female,General,6,11,2021,Shivamogga,Dropout,Lack of interest,No Schooling,25000,52.757,79.65,33.5,1.4
Diya Ghosh,National Public School,Urban,Male,General,2,7,2018,Tumakuru,Dropout,Poverty,Post-Graduate,15000,52.757,79.65,30.7,1.24
Dhruv Gupta,PES Public School,Urban,Male,OBC,7,12,2021,Belagavi,Enrolled,Not applicable,Higher Secondary,10000,67.74,90.125,26.2,0.97
Mira Nair,Assisi Central School,Rural,Female,OBC,2,7,2023,Shivamogga,Enrolled,Not applicable,No Schooling,25000,67.74,90.125,28.2,6.67
Rohan Kulkarni,National Public School,Semi-Urban,Male,General,5,10,2024,Mysuru,Enrolled,Not applicable,Graduate,25000,67.74,90.125,33.7,2.7
Saanvi Desai,Sri Taralabalu Central School,Semi-Urban,Male,SC,4,9,2018,Dakshina Kannada,Enrolled,Other,Primary,15000,52.757,79.65,42.1,0.48
Aditya Gupta,PES Public School,Urban,Male,ST,6,11,2020,Udupi,Dropout,Lack of interest,Secondary,50000,52.757,79.65,31.8,0.66
Priya Iyer,Mount Litera Zee School,Rural,Female,ST,8,13,2019,Dharwad,Enrolled,Financial hardship,Primary,10000,52.757,74.08,25,3.3
Diya Rao,Jain International School,Semi-Urban,Female,General,1,6,2018,Dharwad,Enrolled,Other,Post-Graduate,15000,52.757,75.73,23.3,0.43
Ishaan Sen,Assisi Central School,Semi-Urban,Male,General,1,6,2021,Bengaluru Rural,Enrolled,Lack of interest,Primary,25000,52.757,79.65,38.8,2.42
Laksh Reddy,Maharishi Public School,Urban,Female,OBC,4,9,2020,Shivamogga,Enrolled,Family Issues,Higher Secondary,10000,52.757,76.13,48,0.48
Mira Pandey,Mount Litera Zee School,Rural,Female,SC,5,10,2019,Udupi,Enrolled,Family Issues,Primary,25000,52.757,55.93,33.5,4.17
Sara Kulkarni,National Public School,Rural,Male,OBC,8,13,2021,Belagavi,Dropout,Child Labour,Primary,25000,52.757,79.65,40.5,9.25
Aditya Desai,National Public School,Urban,Female,OBC,10,15,2021,Dharwad,Enrolled,Not applicable,Graduate,25000,67.74,100,44.6,0.58
Aryan Singh,PES Public School,Urban,Female,OBC,5,10,2023,Dakshina Kannada,Enrolled,Not applicable,Primary,15000,70.64,90.125,23.2,1.06
Sneha Gupta,Jain International School,Rural,Male,ST,4,9,2019,Tumakuru,Dropout,Other,No Schooling,50000,37.55,79.65,44.3,3.23
Mira Aggarwal,New Oxford School,Rural,Female,ST,10,15,2021,Bengaluru Urban,Enrolled,Not applicable,Primary,10000,96.4,98.76,37,4.7
Saanvi Singh,PES Public School,Urban,Female,SC,4,9,2018,Dharwad,Enrolled,Not applicable,Secondary,25000,67.74,90.125,39.5,2.29
Aarav Pai,PES Public School,Rural,Female,ST,6,11,2024,Dharwad,Dropout,Other,No Schooling,10000,52.757,79.65,24.3,6.83
Aarav Desai,Freedom International School,Semi-Urban,Male,General,3,8,2020,Udupi,Enrolled,Not applicable,Secondary,50000,67.74,90.125,36.5,2.54
Arjun Mehta,Maharishi Public School,Urban,Male,ST,3,8,2024,Mysuru,Enrolled,Not applicable,Primary,25000,68.33,90.125,44.3,1.09
Kabir Desai,New Oxford School,Urban,Male,SC,5,10,2023,Bengaluru Rural,Enrolled,Not applicable,Higher Secondary,50000,67.74,90.125,46.1,1.12
Vihaan Mehta,PES Public School,Urban,Female,SC,1,6,2022,Bengaluru Rural,Enrolled,Other,Secondary,10000,52.757,79.65,29.5,2.6
Laksh Kulkarni,Sri Taralabalu Central School,Rural,Female,ST,4,9,2020,Bengaluru Urban,Enrolled,Not applicable,Primary,15000,67.74,90.125,49.8,9.92
Pari Reddy,Freedom International School,Semi-Urban,Female,OBC,1,6,2020,Bengaluru Rural,Enrolled,Not applicable,Primary,10000,67.74,95.49,34.2,0.2
Rohan Pai,Freedom International School,Semi-Urban,Male,ST,10,15,2021,Belagavi,Enrolled,Child Labour,Primary,10000,52.757,79.65,43.8,0.33
Ishaan Chatterjee,New Oxford School,Rural,Female,General,5,10,2020,Mysuru,Dropout,Migration,No Schooling,15000,52.757,79.65,35.1,5.43
Shreya Iyer,National Public School,Rural,Female,SC,10,15,2018,Belagavi,Enrolled,Not applicable,Secondary,60000,67.74,90.125,40.3,8.09
Riya Pai,New Oxford School,Urban,Male,OBC,2,7,2018,Shivamogga,Dropout,Lack of interest,Primary,15000,52.757,79.65,49.3,0.31
Krishna Sharma,Freedom International School,Semi-Urban,Female,ST,1,6,2020,Belagavi,Enrolled,Child Labour,Primary,10000,52.757,79.65,25.4,0.51
Laksh Seth,New Oxford School,Urban,Female,General,6,11,2018,Tumakuru,Enrolled,Not applicable,Secondary,10000,82.67,90.125,28.5,2.85
Riya Singh,National Public School,Urban,Female,SC,7,12,2022,Shivamogga,Enrolled,Financial hardship,Post-Graduate,10000,52.757,79.65,33.4,1.36
Diya Pandey,National Public School,Rural,Female,OBC,7,12,2021,Dharwad,Dropout,Family responsibilities,Primary,100000,52.757,79.65,44.9,2.89
Aadhya Banerjee,New Oxford School,Semi-Urban,Male,ST,10,15,2019,Tumakuru,Enrolled,Not applicable,Secondary,15000,67.74,90.125,25,0.83
Mira Das,Mount Litera Zee School,Rural,Female,General,1,6,2020,Mysuru,Dropout,Migration,No Schooling,10000,52.757,79.65,48,3.48
Dhruv Chatterjee,Maharishi Public School,Semi-Urban,Female,ST,1,6,2023,Tumakuru,Enrolled,Not applicable,Secondary,50000,87.01,90.125,27.6,1.69
Priya Gowda,Jain International School,Semi-Urban,Male,ST,6,11,2019,Bengaluru Urban,Dropout,Other,Higher Secondary,50000,52.757,79.65,48,2.84
Aryan Chatterjee,Maharishi Public School,Semi-Urban,Female,ST,8,13,2023,Shivamogga,Enrolled,Not applicable,No Schooling,15000,72.17,90.125,25.1,2.96
Mira Gupta,Delhi Public School,Urban,Male,SC,5,10,2018,Belagavi,Dropout,Other,Secondary,50000,37.45,79.65,45.9,2.6
Rohan Aggarwal,PES Public School,Rural,Male,General,8,13,2018,Bengaluru Rural,Enrolled,Not applicable,Graduate,25000,67.74,90.125,40.3,1.96
Vihaan Verma,Sri Taralabalu Central School,Semi-Urban,Male,ST,6,11,2023,Dakshina Kannada,Enrolled,Not applicable,No Schooling,50000,67.74,90.125,37.3,0.71
Sneha Pandey,Sri Taralabalu Central School,Semi-Urban,Male,General,7,12,2023,Bengaluru Urban,Dropout,Family Issues,Post-Graduate,15000,35.06,79.65,35.4,2.41
Aarav Ghosh,Freedom International School,Urban,Female,General,1,6,2018,Shivamogga,Enrolled,Migration,No Schooling,10000,48.56,79.65,42.5,2.87
Anaya Gupta,Sri Taralabalu Central School,Semi-Urban,Female,General,9,14,2021,Udupi,Enrolled,Long distance to school,Primary,15000,27.41,79.65,35.3,1.76
Dhruv Mehta,Mount Litera Zee School,Semi-Urban,Female,OBC,2,7,2021,Ballari,Enrolled,Not applicable,Higher Secondary,50000,67.74,94.51,20,2.24
Arjun Gowda,New Oxford School,Urban,Male,ST,7,12,2024,Bengaluru Urban,Enrolled,Not applicable,Primary,60000,78.67,90.125,26.5,3
Krishna Roy,New Oxford School,Urban,Male,SC,6,11,2022,Tumakuru,Enrolled,Not applicable,Graduate,10000,77.43,90.58,30.7,0.73
Krishna Nair,Delhi Public School,Urban,Male,ST,10,15,2022,Bengaluru Urban,Enrolled,Not applicable,Higher Secondary,50000,67.74,90.125,46.5,2.8
Aadhya Mehta,National Public School,Rural,Female,SC,5,10,2018,Mysuru,Enrolled,Not applicable,Higher Secondary,15000,67.74,90.125,36.1,4.99
Sneha Roy,Freedom International School,Rural,Male,ST,7,12,2023,Bengaluru Rural,Enrolled,Other,Secondary,25000,52.757,79.65,25.9,4.77
Krishna Joshi,New Oxford School,Rural,Female,OBC,5,10,2023,Dharwad,Enrolled,Not applicable,Secondary,50000,67.74,90.125,37.2,5.88
Diya Aggarwal,Mount Litera Zee School,Rural,Male,OBC,9,14,2020,Bengaluru Urban,Enrolled,Not applicable,Secondary,15000,67.74,100,21.3,1.15
Meera Pandey,PES Public School,Semi-Urban,Female,OBC,8,13,2024,Udupi,Enrolled,Not applicable,Higher Secondary,50000,71.68,90.125,29.1,1.13
Vivaan Desai,PES Public School,Rural,Female,SC,4,9,2023,Bengaluru Rural,Dropout,Migration,Higher Secondary,50000,52.757,79.65,27.4,6.67
Ira Joshi,Maharishi Public School,Semi-Urban,Female,SC,2,7,2022,Dharwad,Dropout,Other,Post-Graduate,10000,52.757,79.65,21.2,1.29
Harsh Gupta,New Oxford School,Rural,Male,OBC,7,12,2023,Bengaluru Rural,Enrolled,Not applicable,Secondary,15000,67.74,90.125,23.6,7.81
Diya Chopra,Assisi Central School,Rural,Male,OBC,1,6,2018,Bengaluru Urban,Enrolled,Migration,Primary,10000,52.757,79.65,34.1,4.35
Pari Banerjee,Maharishi Public School,Semi-Urban,Female,OBC,5,10,2023,Mysuru,Enrolled,Not applicable,Primary,50000,67.74,90.125,30.4,1.94
Sneha Banerjee,Sri Taralabalu Central School,Urban,Female,ST,7,12,2020,Dakshina Kannada,Enrolled,Not applicable,No Schooling,50000,67.74,100,28.1,1.79
Aadhya Joshi,Mount Litera Zee School,Urban,Male,OBC,1,6,2021,Mysuru,Enrolled,Not applicable,No Schooling,60000,91.11,90.125,25.9,1.9
Aditya Iyer,PES Public School,Semi-Urban,Male,General,4,9,2024,Tumakuru,Enrolled,Not applicable,Secondary,25000,67.74,90.125,23.9,0.24
Arjun Patil,Freedom International School,Urban,Male,SC,6,11,2022,Tumakuru,Enrolled,Other,No Schooling,50000,35.89,79.65,25.6,2.14
Mira Pai,Mount Litera Zee School,Urban,Female,ST,6,11,2018,Dakshina Kannada,Enrolled,Long distance to school,Primary,10000,41.48,78.93,43.9,2.8
Ayush Sharma,Freedom International School,Urban,Female,OBC,1,6,2021,Dharwad,Enrolled,Not applicable,Higher Secondary,10000,92.56,90.125,35.4,2.59
Krishna Ghosh,Delhi Public School,Rural,Male,SC,9,14,2019,Bengaluru Rural,Enrolled,Not applicable,Primary,100000,69.53,90.125,49,9.17
Aditya Gowda,Assisi Central School,Semi-Urban,Male,General,1,6,2022,Dharwad,Enrolled,Not applicable,Graduate,100000,67.74,90.125,42.9,1.28
Kabir Aggarwal,Freedom International School,Semi-Urban,Female,ST,8,13,2020,Dakshina Kannada,Dropout,Financial hardship,Graduate,50000,47.84,79.65,28.6,1.6
Aadhya Patil,Jain International School,Urban,Female,ST,7,12,2018,Udupi,Enrolled,Financial hardship,Secondary,10000,52.757,79.65,45.8,0.75
Anvi Gowda,Delhi Public School,Urban,Female,SC,5,10,2020,Dharwad,Enrolled,Other,Secondary,100000,38.23,79.65,29.1,1.17
Priya Shetty,Jain International School,Semi-Urban,Male,OBC,7,12,2024,Mysuru,Enrolled,Lack of interest,Primary,50000,49.98,79.65,40.2,0.12
Aarav Joshi,Jain International School,Urban,Female,OBC,4,9,2018,Dharwad,Dropout,Poverty,Secondary,50000,44.9,79.65,45.4,0.47
Riya Rao,PES Public School,Urban,Female,General,3,8,2022,Belagavi,Dropout,Child Labour,Higher Secondary,10000,52.757,79.65,20.2,0.43
Aadhya Mehta,Mount Litera Zee School,Semi-Urban,Male,General,3,8,2024,Mysuru,Dropout,Long distance to school,Higher Secondary,15000,43.16,79.65,38.1,2.14
Laksh Naik,Delhi Public School,Urban,Male,SC,5,10,2020,Mysuru,Enrolled,Poverty,Higher Secondary,25000,52.757,79.65,30.5,1.48
Sneha Reddy,National Public School,Rural,Male,OBC,6,11,2020,Ballari,Dropout,Bullying,Primary,60000,52.757,78.42,47.3,2.13
